L1_MARKS_CORRECTED,L1_Marks_Corrected,L2_MARKS_CORRECTED,L3_MARKS_CORRECTED,S1_MARKS_CORRECTED,S2_MARKS_CORRECTED,S3_MARKS_CORRECTED,L1_Marks_Class,L2_Marks_Class,L3_Marks_Class,S1_Marks_Class,S2_Marks_Class,S3_Marks_Class,NRC_CLASS
104,83,51,82,75,62,60,1,2,1,1,1,1,1
110,88,65,61,54,44,63,D,1,1,2,PASS,1,1
71,56,67,68,51,37,51,2,1,1,2,PASS,2,2
105,84,82,60,81,65,80,1,1,1,1,1,1,1
55,44,70,71,62,62,84,PASS,1,1,1,1,1,1
104,83,81,66,71,58,81,1,1,1,1,2,1,1
103,82,78,91,66,52,59,1,1,D,1,2,2,1
82,65,51,85,61,42,59,1,2,D,1,PASS,2,1
100,80,30,60,44,33,54,1,PASS,1,PASS,PASS,2,2
117,93,75,87,71,69,85,D,1,D,1,1,D,1
21,16,10,11,22,15,16,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
39,31,19,35,45,19,30,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL
70,56,30,35,38,30,41,2,PASS,PASS,PASS,PASS,PASS,PASS
114,91,90,88,64,61,64,D,D,D,1,1,1,1
122,97,80,98,85,73,70,D,1,D,D,1,1,1
94,75,50,60,43,41,64,1,2,1,PASS,PASS,1,2
66,52,36,50,43,44,48,2,PASS,2,PASS,PASS,PASS,PASS
61,48,51,44,48,30,35,PASS,2,PASS,PASS,PASS,PASS,PASS
81,64,30,51,42,37,35,1,PASS,2,PASS,PASS,PASS,PASS
70,56,30,35,39,30,52,2,PASS,PASS,PASS,PASS,2,PASS
94,75,63,77,68,65,90,1,1,1,1,1,D,1
95,76,80,35,61,56,53,1,1,PASS,1,2,2,1
107,85,53,72,68,42,67,D,2,1,1,PASS,1,1
59,47,35,35,30,30,30,PASS,PASS,PASS,PASS,PASS,PASS,PASS
108,86,62,83,76,52,84,D,1,1,1,2,1,1
44,35,68,46,45,49,53,PASS,1,PASS,PASS,PASS,2,PASS
111,88,71,92,84,71,90,D,1,D,1,1,D,1
54,43,35,30,30,30,61,PASS,PASS,PASS,PASS,PASS,1,PASS
101,80,85,74,76,59,84,1,D,1,1,2,1,1
70,56,60,66,50,48,36,2,1,1,2,PASS,PASS,2
121,96,87,85,80,72,90,D,D,D,1,1,D,D   
38,30,49,38,35,48,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS
96,76,80,77,75,60,80,1,1,1,1,1,1,1
74,59,63,36,50,52,44,2,1,PASS,2,2,PASS,2
90,72,89,96,82,72,84,1,D,D,1,1,1,1
107,85,98,76,74,59,71,D,D,1,1,2,1,1
93,74,77,82,73,73,78,1,1,1,1,1,1,1
114,91,95,82,87,88,88,D,D,1,D,D,D,D   
23,18,18,7,18,30,30,FAIL,FAIL,FAIL,FAIL,PASS,PASS,FAIL
86,68,72,68,60,41,40,1,1,1,1,PASS,PASS,2
58,46,35,48,30,30,30,PASS,PASS,PASS,PASS,PASS,PASS,PASS
78,62,68,70,64,62,65,1,1,1,1,1,1,1
77,61,65,48,43,50,47,1,1,PASS,PASS,2,PASS,2
75,60,30,57,42,30,41,1,PASS,2,PASS,PASS,PASS,PASS
58,46,35,11,30,9,37,PASS,PASS,FAIL,PASS,FAIL,PASS,FAIL
44,35,35,37,35,35,35,PASS,PASS,PASS,PASS,PASS,PASS,PASS
106,84,92,88,82,77,96,1,D,D,1,1,D,D   
105,84,63,46,65,51,75,1,1,PASS,1,2,1,1
102,81,60,76,62,66,80,1,1,1,1,1,1,1
95,76,44,64,63,30,86,1,PASS,1,1,PASS,D,1
9,7,6,8,13,8,19,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
19,15,35,13,23,20,35,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL
23,18,35,35,30,36,35,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL
120,96,75,86,91,81,88,D,1,D,D,1,D,D   
82,65,39,30,44,38,41,1,PASS,PASS,PASS,PASS,PASS,PASS
95,76,72,70,35,35,62,1,1,1,PASS,PASS,1,2
86,68,93,60,57,52,73,1,D,1,2,2,1,1
51,40,30,53,50,30,58,PASS,PASS,2,2,PASS,2,PASS
114,91,86,88,88,71,91,D,D,D,D,1,D,D   
93,74,96,88,96,82,90,1,D,D,D,1,D,D   
95,76,35,35,39,30,66,1,PASS,PASS,PASS,PASS,1,PASS
123,98,50,85,63,58,87,D,2,D,1,2,D,1
45,36,35,35,30,38,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS
113,90,63,80,57,45,62,D,1,1,2,PASS,1,1
16,12,8,35,20,17,35,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL
70,56,30,30,39,30,30,2,PASS,PASS,PASS,PASS,PASS,PASS
95,76,77,65,55,50,46,1,1,1,2,2,PASS,1
92,73,30,35,45,34,38,1,PASS,PASS,PASS,PASS,PASS,PASS
61,48,73,40,75,66,77,PASS,1,PASS,1,1,1,1
116,92,81,94,59,67,85,D,1,D,2,1,D,1
107,85,92,93,90,80,85,D,D,D,D,1,D,D   
121,96,90,92,90,83,90,D,D,D,D,1,D,D   
79,63,35,30,35,30,70,1,PASS,PASS,PASS,PASS,1,PASS
91,72,77,62,80,73,67,1,1,1,1,1,1,1
119,95,99,96,87,73,95,D,D,D,D,1,D,D   
65,52,50,30,70,36,69,2,2,PASS,1,PASS,1,2
110,88,55,65,61,40,60,D,2,1,1,PASS,1,1
70,56,63,65,54,46,65,2,1,1,2,PASS,1,2
90,72,40,62,48,49,52,1,PASS,1,PASS,PASS,2,2
79,63,38,82,41,57,67,1,PASS,1,PASS,2,1,2
78,62,13,40,48,45,53,1,FAIL,PASS,PASS,PASS,2,FAIL
92,73,42,50,36,33,36,1,PASS,2,PASS,PASS,PASS,PASS
74,59,64,42,75,39,55,2,1,PASS,1,PASS,2,2
95,76,51,35,49,36,52,1,2,PASS,PASS,PASS,2,2
78,62,67,66,75,52,57,1,1,1,1,2,2,1
50,40,19,13,20,8,22,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
69,55,60,35,52,38,55,2,1,PASS,2,PASS,2,PASS
32,25,35,35,14,10,36,FAIL,PASS,PASS,FAIL,FAIL,PASS,FAIL
63,50,10,14,24,24,18,2,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
100,80,51,72,67,47,50,1,2,1,1,PASS,2,1
106,84,76,63,64,61,75,1,1,1,1,1,1,1
21,16,10,15,37,14,30,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL
12,9,35,37,60,19,21,FAIL,PASS,PASS,1,FAIL,FAIL,FAIL
55,44,35,6,18,19,31,PASS,PASS,FAIL,FAIL,FAIL,PASS,FAIL
15,12,35,16,14,13,37,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL
84,67,55,62,65,52,51,1,2,1,1,2,2,2
47,37,41,30,48,32,40,PASS,PASS,PASS,PASS,PASS,PASS,PASS
111,88,85,50,77,62,77,D,D,2,1,1,1,1
85,68,56,57,51,45,50,1,2,2,2,PASS,2,2
97,77,60,46,67,55,51,1,1,PASS,1,2,2,1
67,53,74,30,45,47,49,2,1,PASS,PASS,PASS,PASS,PASS
107,85,56,67,58,58,77,D,2,1,2,2,1,1
120,96,98,94,92,95,97,D,D,D,D,D,D,D   
108,86,52,38,42,35,80,D,2,PASS,PASS,PASS,1,2
94,75,80,87,58,58,85,1,1,D,2,2,D,1
97,77,35,35,18,35,19,1,PASS,PASS,FAIL,PASS,FAIL,FAIL
48,38,30,30,52,33,30,PASS,PASS,PASS,2,PASS,PASS,PASS
70,56,76,74,68,40,55,2,1,1,1,PASS,2,1
114,91,91,60,85,63,85,D,D,1,D,1,D,1
75,60,70,84,47,40,42,1,1,1,PASS,PASS,PASS,2
103,82,41,64,51,53,69,1,PASS,1,2,2,1,1
60,48,30,41,42,35,56,PASS,PASS,PASS,PASS,PASS,2,PASS
20,16,6,17,19,13,35,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL
45,36,36,50,30,31,30,PASS,PASS,2,PASS,PASS,PASS,PASS
95,76,78,67,74,60,76,1,1,1,1,1,1,1
7,5,4,37,15,16,11,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL
123,98,95,95,98,90,99,D,D,D,D,D,D,D   
100,80,85,76,70,58,71,1,D,1,1,2,1,1
94,75,54,50,35,32,43,1,2,2,PASS,PASS,PASS,PASS
105,84,55,54,68,66,90,1,2,2,1,1,D,1
114,91,96,60,84,58,66,D,D,1,1,2,1,1
109,87,88,92,65,53,65,D,D,D,1,2,1,1
50,40,30,35,39,30,50,PASS,PASS,PASS,PASS,PASS,2,PASS
20,16,71,48,44,52,63,FAIL,1,PASS,PASS,2,1,FAIL
107,85,72,85,68,64,86,D,1,D,1,1,D,1
108,86,30,30,53,36,54,D,PASS,PASS,2,PASS,2,PASS
85,68,90,78,65,66,90,1,D,1,1,1,D,1
47,37,30,35,39,30,49,PASS,PASS,PASS,PASS,PASS,PASS,PASS
56,44,30,40,53,30,49,PASS,PASS,PASS,2,PASS,PASS,PASS
93,74,53,44,41,30,42,1,2,PASS,PASS,PASS,PASS,PASS
112,89,56,80,65,50,83,D,2,1,1,2,1,1
111,88,35,53,55,54,73,D,PASS,2,2,2,1,1
100,80,62,71,52,40,68,1,1,1,2,PASS,1,1
91,72,77,70,74,60,87,1,1,1,1,1,D,1
68,54,69,60,76,44,37,2,1,1,1,PASS,PASS,2
96,76,81,88,77,46,73,1,1,D,1,PASS,1,1
52,41,35,48,35,30,30,PASS,PASS,PASS,PASS,PASS,PASS,PASS
39,31,7,46,30,25,55,PASS,FAIL,PASS,PASS,FAIL,2,FAIL
79,63,42,55,50,60,82,1,PASS,2,2,1,1,2
119,95,65,71,70,73,85,D,1,1,1,1,D,1
91,72,80,93,67,68,79,1,1,D,1,1,1,1
79,63,64,47,48,68,51,1,1,PASS,PASS,1,2,2
55,44,75,65,42,38,56,PASS,1,1,PASS,PASS,2,2
38,30,35,35,35,16,26,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL
27,21,11,35,14,7,14,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL
118,94,81,85,72,47,66,D,1,D,1,PASS,1,1
11,8,12,35,41,10,35,FAIL,FAIL,PASS,PASS,FAIL,PASS,FAIL
113,90,90,80,86,75,72,D,D,1,D,1,1,1
96,76,83,75,77,49,87,1,1,1,1,PASS,D,1
118,94,82,85,42,56,71,D,1,D,PASS,2,1,1
99,79,63,62,61,44,36,1,1,1,1,PASS,PASS,2
59,47,30,40,30,35,67,PASS,PASS,PASS,PASS,PASS,1,PASS
102,81,95,94,90,83,97,1,D,D,D,1,D,D   
38,30,30,50,35,30,53,PASS,PASS,2,PASS,PASS,2,PASS
24,19,35,35,19,30,35,FAIL,PASS,PASS,FAIL,PASS,PASS,FAIL
48,38,35,48,53,47,41,PASS,PASS,PASS,2,PASS,PASS,PASS
44,35,77,50,53,40,63,PASS,1,2,2,PASS,1,2
86,68,56,60,49,46,51,1,2,1,PASS,PASS,2,2
60,48,40,30,60,30,65,PASS,PASS,PASS,1,PASS,1,PASS
13,10,13,12,13,11,19,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
78,62,30,50,56,42,40,1,PASS,2,2,PASS,PASS,PASS
47,37,30,30,42,33,48,PASS,PASS,PASS,PASS,PASS,PASS,PASS
81,64,51,30,56,45,56,1,2,PASS,2,PASS,2,2
73,58,71,36,59,46,60,2,1,PASS,2,PASS,1,2
98,78,84,96,80,76,84,1,1,D,1,1,1,1
65,52,31,46,37,41,44,2,PASS,PASS,PASS,PASS,PASS,PASS
111,88,69,72,54,53,65,D,1,1,2,2,1,1
76,60,88,62,49,57,63,1,D,1,PASS,2,1,1
45,36,40,68,53,30,30,PASS,PASS,1,2,PASS,PASS,PASS
38,30,35,35,38,30,47,PASS,PASS,PASS,PASS,PASS,PASS,PASS
113,90,57,30,55,35,65,D,2,PASS,2,PASS,1,2
38,30,35,35,39,26,37,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL
57,45,38,30,50,44,62,PASS,PASS,PASS,2,PASS,1,PASS
69,55,83,66,60,67,50,2,1,1,1,1,2,1
12,9,18,35,46,25,43,FAIL,FAIL,PASS,PASS,FAIL,PASS,FAIL
38,30,35,51,55,30,47,PASS,PASS,2,2,PASS,PASS,PASS
51,40,35,50,50,43,66,PASS,PASS,2,2,PASS,1,PASS
113,90,75,75,85,58,81,D,1,1,D,2,1,1
100,80,85,47,42,35,76,1,D,PASS,PASS,PASS,1,1
107,85,30,50,30,30,62,D,PASS,2,PASS,PASS,1,PASS
58,46,16,35,30,20,30,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL
81,64,52,77,43,39,82,1,2,1,PASS,PASS,1,2
91,72,62,56,71,45,56,1,1,2,1,PASS,2,1
92,73,47,35,61,50,30,1,PASS,PASS,1,2,PASS,2
52,41,38,30,35,30,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS
20,16,40,35,13,19,31,FAIL,PASS,PASS,FAIL,FAIL,PASS,FAIL
105,84,87,93,54,68,55,1,D,D,2,1,2,1
51,40,91,60,61,58,79,PASS,D,1,1,2,1,1
44,35,30,36,35,35,46,PASS,PASS,PASS,PASS,PASS,PASS,PASS
94,75,48,50,76,58,78,1,PASS,2,1,2,1,1
94,75,53,35,46,36,68,1,2,PASS,PASS,PASS,1,2
10,8,41,35,43,30,47,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL
83,66,55,60,45,50,62,1,2,1,PASS,2,1,2
114,91,88,94,79,74,90,D,D,D,1,1,D,D   
93,74,35,35,30,35,13,1,PASS,PASS,PASS,PASS,FAIL,FAIL
75,60,30,30,30,30,30,1,PASS,PASS,PASS,PASS,PASS,PASS
87,69,50,81,62,56,43,1,2,1,1,2,PASS,1
85,68,50,45,73,43,64,1,2,PASS,1,PASS,1,2
105,84,50,67,59,45,73,1,2,1,2,PASS,1,1
54,43,36,47,43,39,41,PASS,PASS,PASS,PASS,PASS,PASS,PASS
118,94,83,93,76,73,91,D,1,D,1,1,D,D   
119,95,88,54,50,58,55,D,D,2,2,2,2,1
116,92,97,88,78,75,96,D,D,D,1,1,D,D   
58,46,35,35,36,18,9,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL
112,89,63,35,81,56,94,D,1,PASS,1,2,D,1
22,17,7,8,13,18,8,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
77,61,30,37,52,46,60,1,PASS,PASS,2,PASS,1,PASS
88,70,46,50,35,64,71,1,PASS,2,PASS,1,1,2
65,52,35,43,55,30,51,2,PASS,PASS,2,PASS,2,PASS
N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
48,38,30,30,55,36,51,PASS,PASS,PASS,2,PASS,2,PASS
64,51,5,17,37,27,22,2,FAIL,FAIL,PASS,FAIL,FAIL,FAIL
62,49,51,38,71,39,53,PASS,2,PASS,1,PASS,2,2
77,61,39,50,57,50,63,1,PASS,2,2,2,1,2
77,61,96,57,75,76,72,1,D,2,1,1,1,1
96,76,94,75,84,67,71,1,D,1,1,1,1,1
71,56,40,30,36,43,76,2,PASS,PASS,PASS,PASS,1,PASS
100,80,42,42,50,43,62,1,PASS,PASS,2,PASS,1,2
96,76,45,35,30,36,35,1,PASS,PASS,PASS,PASS,PASS,PASS
31,24,35,16,30,35,30,FAIL,PASS,FAIL,PASS,PASS,PASS,FAIL
58,46,50,40,70,36,63,PASS,2,PASS,1,PASS,1,2
19,15,19,10,36,25,35,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL
79,63,50,40,49,38,54,1,2,PASS,PASS,PASS,2,PASS
8,6,10,12,10,12,15,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
65,52,73,53,48,35,53,2,1,2,PASS,PASS,2,2
102,81,30,30,40,67,92,1,PASS,PASS,PASS,1,D,2
100,80,60,58,35,30,58,1,1,2,PASS,PASS,2,2
75,60,68,40,51,30,38,1,1,PASS,2,PASS,PASS,PASS
105,84,30,50,38,47,74,1,PASS,2,PASS,PASS,1,2
83,66,36,35,53,61,65,1,PASS,PASS,2,1,1,2
18,14,14,35,30,30,35,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL
94,75,60,43,61,48,45,1,1,PASS,1,PASS,PASS,2
51,40,11,11,30,16,35,PASS,FAIL,FAIL,PASS,FAIL,PASS,FAIL
53,42,45,80,58,58,58,PASS,PASS,1,2,2,2,2
N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
45,36,30,30,50,30,58,PASS,PASS,PASS,2,PASS,2,PASS
72,57,35,35,44,37,64,2,PASS,PASS,PASS,PASS,1,PASS
55,44,35,35,15,11,44,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL
12,9,17,19,30,35,36,FAIL,FAIL,FAIL,PASS,PASS,PASS,FAIL
55,44,30,35,45,45,48,PASS,PASS,PASS,PASS,PASS,PASS,PASS
72,57,46,72,53,39,40,2,PASS,1,2,PASS,PASS,2
109,87,63,57,58,56,67,D,1,2,2,2,1,1
68,54,30,55,39,48,42,2,PASS,2,PASS,PASS,PASS,PASS
44,35,45,30,35,35,30,PASS,PASS,PASS,PASS,PASS,PASS,PASS
54,43,6,13,43,35,46,PASS,FAIL,FAIL,PASS,PASS,PASS,FAIL
70,56,36,40,38,30,48,2,PASS,PASS,PASS,PASS,PASS,PASS
90,72,58,84,57,41,74,1,2,1,2,PASS,1,1
65,52,12,67,24,46,35,2,FAIL,1,FAIL,PASS,PASS,FAIL
93,74,47,50,73,68,59,1,PASS,2,1,1,2,1
55,44,35,35,N/A,11,30,PASS,PASS,PASS,N/A,FAIL,PASS,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
111,88,53,41,75,56,87,D,2,PASS,1,2,D,1
45,36,30,52,36,51,44,PASS,PASS,2,PASS,2,PASS,PASS
96,76,82,35,73,43,59,1,1,PASS,1,PASS,2,1
31,24,16,35,11,21,20,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL
56,44,15,12,30,17,70,PASS,FAIL,FAIL,PASS,FAIL,1,FAIL
106,84,62,80,74,57,79,1,1,1,1,2,1,1
55,44,30,30,64,48,46,PASS,PASS,PASS,1,PASS,PASS,PASS
111,88,35,67,66,56,90,D,PASS,1,1,2,D,1
116,92,87,83,79,68,75,D,D,1,1,1,1,1
7,5,8,7,12,9,19,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
100,80,35,8,48,35,42,1,PASS,FAIL,PASS,PASS,PASS,FAIL
71,56,30,35,45,30,36,2,PASS,PASS,PASS,PASS,PASS,PASS
16,12,10,11,30,13,20,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL
44,35,35,41,16,21,54,PASS,PASS,PASS,FAIL,FAIL,2,FAIL
83,66,80,8,12,17,35,1,1,FAIL,FAIL,FAIL,PASS,FAIL
44,35,13,36,30,26,30,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL
95,76,54,30,76,66,90,1,2,PASS,1,1,D,1
74,59,39,44,39,5,30,2,PASS,PASS,PASS,FAIL,PASS,FAIL
20,16,44,35,42,35,46,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL
10,8,18,12,43,22,14,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL
121,96,97,95,90,92,95,D,D,D,D,D,D,D   
64,51,40,30,47,44,48,2,PASS,PASS,PASS,PASS,PASS,PASS
8,6,10,9,18,10,14,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
69,55,30,30,30,30,52,2,PASS,PASS,PASS,PASS,2,PASS
110,88,44,32,55,57,62,D,PASS,PASS,2,2,1,2
109,87,82,86,77,71,95,D,1,D,1,1,D,1
55,44,30,41,35,54,54,PASS,PASS,PASS,PASS,2,2,PASS
100,80,46,45,53,43,56,1,PASS,PASS,2,PASS,2,2
74,59,30,30,44,30,48,2,PASS,PASS,PASS,PASS,PASS,PASS
51,40,35,14,32,20,66,PASS,PASS,FAIL,PASS,FAIL,1,FAIL
46,36,36,66,42,56,74,PASS,PASS,1,PASS,2,1,2
65,52,42,50,44,42,70,2,PASS,2,PASS,PASS,1,2
59,47,13,18,36,23,37,PASS,FAIL,FAIL,PASS,FAIL,PASS,FAIL
64,51,30,30,45,30,40,2,PASS,PASS,PASS,PASS,PASS,PASS
63,50,30,37,45,40,50,2,PASS,PASS,PASS,PASS,2,PASS
23,18,15,35,20,8,11,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL
71,56,30,46,42,33,51,2,PASS,PASS,PASS,PASS,2,PASS
44,35,8,35,24,18,23,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL
76,60,30,40,30,30,50,1,PASS,PASS,PASS,PASS,2,PASS
83,66,30,30,30,35,50,1,PASS,PASS,PASS,PASS,2,PASS
76,60,60,63,94,80,83,1,1,1,D,1,1,1
111,88,55,65,51,53,90,D,2,1,2,2,D,1
10,8,6,35,12,17,30,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL
79,63,35,50,44,55,79,1,PASS,2,PASS,2,1,2
94,75,41,42,36,30,67,1,PASS,PASS,PASS,PASS,1,PASS
53,42,9,14,30,22,40,PASS,FAIL,FAIL,PASS,FAIL,PASS,FAIL
92,73,53,50,73,51,90,1,2,2,1,2,D,1
113,90,39,69,60,60,82,D,PASS,1,1,1,1,1
110,88,68,62,63,58,63,D,1,1,1,2,1,1
93,74,36,55,38,49,42,1,PASS,2,PASS,PASS,PASS,2
19,15,9,9,12,30,19,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL
100,80,30,30,41,40,62,1,PASS,PASS,PASS,PASS,1,PASS
51,40,38,48,60,30,35,PASS,PASS,PASS,1,PASS,PASS,PASS
99,79,45,45,42,47,56,1,PASS,PASS,PASS,PASS,2,2
46,36,35,38,30,30,42,PASS,PASS,PASS,PASS,PASS,PASS,PASS
106,84,66,66,82,66,80,1,1,1,1,1,1,1
39,31,35,55,37,20,18,PASS,PASS,2,PASS,FAIL,FAIL,FAIL
68,54,35,35,47,2,52,2,PASS,PASS,PASS,FAIL,2,FAIL
56,44,30,43,56,51,51,PASS,PASS,PASS,2,2,2,PASS
58,46,36,38,54,36,61,PASS,PASS,PASS,2,PASS,1,PASS
103,82,50,57,69,76,77,1,2,2,1,1,1,1
38,30,30,70,36,60,68,PASS,PASS,1,PASS,1,1,PASS
80,64,40,38,54,46,71,1,PASS,PASS,2,PASS,1,2
N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
51,40,30,30,30,30,56,PASS,PASS,PASS,PASS,PASS,2,PASS
7,5,12,47,40,12,36,FAIL,FAIL,PASS,PASS,FAIL,PASS,FAIL
82,65,35,60,42,38,52,1,PASS,1,PASS,PASS,2,PASS
93,74,50,60,73,50,71,1,2,1,1,2,1,1
73,58,30,40,36,35,60,2,PASS,PASS,PASS,PASS,1,PASS
44,35,19,35,37,35,36,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL
53,42,38,35,30,30,43,PASS,PASS,PASS,PASS,PASS,PASS,PASS
2,1,0,0,35,1,11,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL
63,50,51,52,60,50,69,2,2,2,1,2,1,2
60,48,30,50,30,30,60,PASS,PASS,2,PASS,PASS,1,PASS
47,37,10,19,30,35,35,PASS,FAIL,FAIL,PASS,PASS,PASS,FAIL
61,48,14,35,30,23,43,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL
85,68,70,56,50,37,53,1,1,2,2,PASS,2,2
63,50,35,46,18,16,39,2,PASS,PASS,FAIL,FAIL,PASS,FAIL
51,40,30,35,36,30,55,PASS,PASS,PASS,PASS,PASS,2,PASS
44,35,35,11,30,23,35,PASS,PASS,FAIL,PASS,FAIL,PASS,FAIL
84,67,35,50,37,30,92,1,PASS,2,PASS,PASS,D,2
82,65,35,35,30,35,58,1,PASS,PASS,PASS,PASS,2,PASS
N/A,N/A,N/A,35,N/A,0,N/A,N/A,N/A,PASS,N/A,FAIL,N/A,FAIL
48,38,9,8,31,30,30,PASS,FAIL,FAIL,PASS,PASS,PASS,FAIL
21,16,35,35,39,30,14,FAIL,PASS,PASS,PASS,PASS,FAIL,FAIL
50,40,45,37,58,30,30,PASS,PASS,PASS,2,PASS,PASS,PASS
44,35,19,35,48,21,30,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL
18,14,35,35,39,38,26,FAIL,PASS,PASS,PASS,PASS,FAIL,FAIL
11,8,8,14,23,30,12,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL
5,4,14,15,17,13,43,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL
106,84,78,61,45,61,99,1,1,1,PASS,1,D,1
77,61,35,43,41,47,58,1,PASS,PASS,PASS,PASS,2,PASS
44,35,35,67,37,30,54,PASS,PASS,1,PASS,PASS,2,PASS
62,49,30,45,55,41,59,PASS,PASS,PASS,2,PASS,2,PASS
103,82,65,84,78,75,75,1,1,1,1,1,1,1
63,50,30,30,40,37,62,2,PASS,PASS,PASS,PASS,1,PASS
114,91,54,38,58,48,79,D,2,PASS,2,PASS,1,1
38,30,30,35,49,33,61,PASS,PASS,PASS,PASS,PASS,1,PASS
65,52,35,37,47,30,30,2,PASS,PASS,PASS,PASS,PASS,PASS
97,77,30,50,71,52,52,1,PASS,2,1,2,2,2
N/A,N/A,N/A,35,N/A,0,N/A,N/A,N/A,PASS,N/A,FAIL,N/A,FAIL
28,22,8,35,24,35,52,FAIL,FAIL,PASS,FAIL,PASS,2,FAIL
97,77,45,30,59,61,67,1,PASS,PASS,2,1,1,2
44,35,35,36,39,26,23,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL
46,36,19,35,23,20,43,PASS,FAIL,PASS,FAIL,FAIL,PASS,FAIL
19,15,5,35,13,30,30,FAIL,FAIL,PASS,FAIL,PASS,PASS,FAIL
72,57,40,50,39,43,69,2,PASS,2,PASS,PASS,1,2
48,38,10,46,24,19,37,PASS,FAIL,PASS,FAIL,FAIL,PASS,FAIL
85,68,35,60,44,32,58,1,PASS,1,PASS,PASS,2,2
23,18,35,12,30,25,45,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL
50,40,35,35,22,21,48,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL
111,88,81,60,69,64,74,D,1,1,1,1,1,1
78,62,46,61,64,40,57,1,PASS,1,1,PASS,2,2
76,60,60,83,39,35,38,1,1,1,PASS,PASS,PASS,2
7,5,18,10,41,19,30,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL
44,35,15,7,37,21,36,PASS,FAIL,FAIL,PASS,FAIL,PASS,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
100,80,36,57,52,47,71,1,PASS,2,2,PASS,1,2
66,52,44,30,35,37,50,2,PASS,PASS,PASS,PASS,2,PASS
83,66,40,50,37,39,70,1,PASS,2,PASS,PASS,1,2
97,77,58,65,47,48,85,1,2,1,PASS,PASS,D,1
73,58,30,54,41,40,40,2,PASS,2,PASS,PASS,PASS,PASS
49,39,17,35,14,30,20,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL
