L1_MARKS_CORRECTED,L2_MARKS_CORRECTED,L3_MARKS_CORRECTED,S1_MARKS_CORRECTED,S2_MARKS_CORRECTED,S3_MARKS_CORRECTED,TOTAL_MARKS,NRC_RESULT
90,36,53,35,50,69,333,P
70,35,30,35,39,49,258,P
100,53,76,61,57,55,402,P
101,35,52,68,50,79,385,P
81,50,50,60,41,47,329,P
45,30,30,45,38,56,244,P
91,56,55,60,60,43,365,P
78,52,51,46,44,68,339,P
122,82,83,76,87,89,539,P
61,35,54,54,38,63,305,P
63,30,43,35,30,35,236,P
34,35,35,41,25,31,201,F
69,49,63,75,56,73,385,P
92,35,30,77,54,72,360,P
23,10,35,35,45,44,192,F
81,35,35,60,53,53,317,P
44,36,30,56,42,40,248,P
26,6,35,25,15,35,142,F
54,12,14,20,26,22,148,F
77,30,35,50,39,38,269,P
50,47,39,35,42,50,263,P
10,7,10,15,3,11,56,F
38,35,39,30,42,47,231,P
97,87,60,75,35,85,439,P
115,85,82,50,53,82,467,P
76,35,37,37,35,40,260,P
92,65,78,67,60,76,438,P
62,30,45,48,36,55,276,P
44,45,44,54,43,54,284,P
91,80,83,86,77,90,507,P
45,36,35,60,38,39,253,P
63,38,50,42,41,50,284,P
77,41,69,49,54,66,356,P
88,45,45,64,54,48,344,P
67,64,46,47,43,66,333,P
59,48,35,35,39,58,274,P
64,30,36,51,38,56,275,P
44,10,37,18,24,35,168,F
45,35,13,38,42,35,208,F
107,62,83,78,75,82,487,P
66,30,41,35,30,70,272,P
73,30,30,56,49,67,305,P
114,62,85,61,67,70,459,P
78,52,71,68,53,64,386,P
100,80,88,77,69,94,508,P
47,41,35,30,30,40,223,P
67,74,30,59,36,61,327,P
5,13,8,10,16,13,65,F
58,53,45,45,35,62,298,P
104,50,30,57,44,45,330,P
116,74,81,74,53,71,469,P
91,44,66,62,41,87,391,P
90,35,95,52,35,51,358,P
91,56,57,56,61,82,403,P
64,41,81,55,55,38,334,P
101,72,70,57,53,69,422,P
46,35,39,51,35,39,245,P
10,17,55,35,21,35,173,F
50,55,30,53,35,60,283,P
10,46,35,60,40,42,233,F
50,39,37,39,48,30,243,P
46,35,44,73,47,84,329,P
44,65,35,49,53,73,319,P
119,93,92,78,67,88,537,P
13,35,35,49,21,37,190,F
82,30,51,60,30,79,332,P
38,35,35,58,30,30,226,P
108,90,95,77,62,86,518,P
28,17,17,35,20,30,147,F
105,87,92,67,69,87,507,P
59,30,45,46,49,93,322,P
92,39,30,44,57,59,321,P
119,84,87,83,75,95,543,P
65,35,38,67,30,73,308,P
50,43,30,37,35,42,237,P
38,30,65,37,43,65,278,P
59,43,50,60,52,54,318,P
86,45,49,70,66,79,395,P
76,30,30,38,35,40,249,P
113,45,87,62,59,82,448,P
101,65,30,62,44,70,372,P
47,30,43,36,37,47,240,P
55,62,30,30,30,63,270,P
69,30,70,35,35,48,287,P
100,35,30,46,51,46,308,P
104,65,58,88,61,78,454,P
83,30,52,41,52,66,324,P
118,95,85,81,71,89,539,P
108,62,85,80,66,89,490,P
97,42,82,62,53,75,411,P
102,30,64,56,35,60,347,P
90,65,53,59,57,88,412,P
85,30,35,48,44,43,285,P
50,35,35,22,19,50,211,F
63,30,35,30,30,55,243,P
110,99,91,88,78,88,554,P
74,36,35,39,39,54,277,P
53,47,46,53,37,48,284,P
100,35,35,35,17,15,237,F
21,5,35,37,26,21,145,F
62,38,35,41,39,50,265,P
113,58,52,69,47,81,420,P
38,35,39,30,45,53,240,P
109,74,82,53,49,77,444,P
111,50,85,57,62,90,455,P
38,30,38,55,53,36,250,P
31,18,36,35,30,21,171,F
47,30,30,50,47,55,259,P
38,30,35,42,47,52,244,P
107,30,30,53,53,80,353,P
54,35,52,57,40,52,290,P
100,60,63,58,54,72,407,P
18,15,35,10,13,24,115,F
77,70,67,69,39,50,372,P
47,35,35,27,27,40,211,F
91,56,58,69,51,80,405,P
71,35,30,54,37,44,271,P
118,78,87,79,84,98,544,P
112,87,75,80,65,94,513,P
50,30,30,37,46,60,253,P
82,75,57,47,41,38,340,P
10,35,35,6,17,30,133,F
82,30,43,50,35,64,304,P
44,80,86,63,52,64,389,P
68,50,35,20,24,38,235,F
85,57,45,30,55,55,327,P
78,30,49,53,47,64,321,P
104,42,55,68,56,52,377,P
49,45,40,35,44,49,262,P
60,12,16,24,26,20,158,F
28,35,35,30,30,35,193,F
72,35,66,71,44,84,372,P
50,30,30,30,35,44,219,P
112,80,81,80,59,78,490,P
107,70,68,63,72,76,456,P
44,30,30,38,35,46,223,P
73,30,38,54,52,61,308,P
45,35,35,35,35,35,220,P
75,45,35,50,41,14,260,F
100,52,93,81,47,88,461,P
90,87,61,41,47,65,391,P
111,70,86,70,55,56,448,P
49,46,50,51,35,43,274,P
93,80,74,76,44,52,419,P
70,68,74,36,31,47,326,P
54,62,59,69,74,72,390,P
62,30,35,36,30,35,228,P
75,35,53,45,47,55,310,P
103,86,92,65,76,95,517,P
98,56,68,45,47,60,374,P
65,92,78,77,67,81,460,P
113,45,67,48,51,92,416,P
79,71,60,69,54,77,410,P
84,57,68,43,48,79,379,P
115,81,84,52,64,90,486,P
102,54,57,38,60,77,388,P
87,42,40,62,49,75,355,P
82,35,39,44,35,50,285,P
N\A,N\A,N\A,N\A,0,N\A,0,F
120,94,97,99,95,96,601,P
100,66,72,77,49,78,442,P
92,53,67,45,48,65,370,P
90,37,82,70,54,76,409,P
67,85,46,74,55,80,407,P
56,35,35,30,40,44,240,P
95,60,61,56,49,71,392,P
82,63,80,65,50,73,413,P
79,52,30,61,39,70,331,P
112,65,60,81,83,93,494,P
107,90,90,69,51,67,474,P
65,40,57,53,46,60,321,P
87,53,68,56,56,58,378,P
17,35,35,35,22,36,180,F
95,46,63,61,37,78,380,P
101,36,74,61,44,91,407,P
106,57,70,81,57,90,461,P
80,42,38,47,50,64,321,P
33,11,35,43,35,25,182,F
79,62,80,60,57,70,408,P
58,47,47,42,35,54,283,P
20,15,35,35,28,37,170,F
84,72,75,42,35,35,343,P
57,37,30,30,30,35,219,P
106,90,87,85,85,97,550,P
97,45,79,61,38,50,370,P
38,30,35,45,35,36,219,P
49,30,30,45,30,37,221,P
70,60,74,58,58,72,392,P
77,45,46,52,43,71,334,P
20,35,17,30,25,15,142,F
56,30,55,50,62,72,325,P
9,38,16,51,22,20,156,F
92,44,56,73,40,65,370,P
82,30,57,58,54,73,354,P
38,47,48,50,42,50,275,P
112,93,85,84,86,94,554,P
99,40,81,63,61,60,404,P
66,41,46,35,35,53,276,P
55,48,30,47,40,70,290,P
105,30,74,59,70,92,430,P
47,67,30,53,40,60,297,P
81,39,55,65,57,47,344,P
73,68,60,53,41,80,375,P
44,31,44,53,30,59,261,P
90,30,41,37,43,55,296,P
51,6,6,12,12,35,122,F
94,60,62,60,56,64,396,P
63,30,35,30,30,35,223,P
89,37,69,77,46,70,388,P
102,62,90,67,63,81,465,P
62,37,30,60,46,60,295,P
102,66,52,62,55,70,407,P
82,85,76,48,51,96,438,P
44,35,35,39,30,37,220,P
46,30,35,43,53,56,263,P
18,35,35,11,7,37,143,F
64,68,30,35,30,57,284,P
45,54,35,56,30,39,259,P
84,46,91,61,35,30,347,P
45,N\A,35,N\A,16,N\A,96,F
63,53,35,61,44,70,326,P
109,96,76,77,63,90,511,P
62,37,57,60,47,66,329,P
69,36,50,45,54,45,299,P
76,61,61,60,35,49,342,P
71,38,50,45,51,70,325,P
91,67,80,71,52,83,444,P
38,30,30,64,35,41,238,P
69,57,98,59,64,82,429,P
50,46,56,58,48,82,340,P
44,14,40,43,35,66,242,F
103,35,54,54,61,80,387,P
74,39,30,37,46,57,283,P
16,47,18,30,24,48,183,F
38,35,35,41,30,60,239,P
66,44,40,35,35,79,299,P
76,44,65,56,55,90,386,P
74,43,35,65,38,85,340,P
63,30,45,42,36,83,299,P
58,30,30,40,30,42,230,P
67,40,69,65,57,76,374,P
N\A,N\A,N\A,N\A,0,N\A,0,F
44,35,43,42,30,58,252,P
67,53,67,57,48,50,342,P
35,11,35,13,12,21,127,F
89,45,41,54,37,43,309,P
100,80,64,59,52,90,445,P
45,30,36,30,30,52,223,P
47,30,35,35,35,53,235,P
69,30,31,35,30,52,247,P
97,40,60,38,30,30,295,P
38,52,47,45,44,51,277,P
91,61,74,42,52,66,386,P
73,70,79,58,35,77,392,P
8,35,35,7,16,56,157,F
18,42,16,19,18,35,148,F
98,30,60,51,49,57,345,P
44,30,56,35,35,76,276,P
104,95,91,85,86,87,548,P
50,42,36,38,30,43,239,P
110,45,44,74,62,72,407,P
81,85,62,65,67,70,430,P
44,35,37,16,30,36,198,F
110,88,47,86,80,76,487,P
81,53,56,71,62,80,403,P
13,35,16,40,22,35,161,F
9,19,10,18,14,35,105,F
82,62,71,82,56,95,448,P
102,42,94,61,43,87,429,P
90,41,48,66,49,64,358,P
49,50,41,45,46,41,272,P
45,44,10,30,35,37,201,F
71,43,37,51,37,51,290,P
91,61,73,62,63,68,418,P
97,60,67,58,58,92,432,P
9,35,15,14,14,19,106,F
79,60,63,75,56,95,428,P
101,30,53,54,47,62,347,P
63,62,35,57,47,66,330,P
19,37,35,43,21,50,205,F
120,42,76,81,50,81,450,P
97,8,35,30,18,51,239,F
10,4,45,30,21,30,140,F
99,91,67,92,73,94,516,P
44,15,35,38,22,40,194,F
104,60,71,45,39,81,400,P
61,56,70,60,43,58,348,P
74,36,68,30,67,46,321,P
114,30,51,30,30,51,306,P
81,37,30,30,48,35,261,P
65,30,47,52,40,56,290,P
8,35,19,49,30,58,199,F
68,78,50,44,54,84,378,P
17,35,35,35,17,39,178,F
56,30,41,41,43,73,284,P
69,35,30,55,35,64,288,P
47,35,35,30,18,30,195,F
12,36,35,38,23,37,181,F
60,41,52,87,90,72,402,P
65,85,58,71,56,94,429,P
77,50,44,43,50,61,325,P
5,7,18,30,13,18,91,F
98,56,80,50,42,72,398,P
71,45,30,37,35,57,275,P
114,81,90,81,68,90,524,P
109,60,63,69,56,90,447,P
104,96,92,93,86,99,570,P
6,5,9,39,21,30,110,F
109,56,55,60,71,86,437,P
48,30,30,30,35,71,244,P
112,53,64,67,66,87,449,P
100,50,67,69,60,80,426,P
5,35,35,20,30,39,164,F
70,35,30,61,30,43,269,P
59,11,15,39,16,59,199,F
44,30,35,42,35,45,231,P
83,79,73,75,67,86,463,P
25,35,36,20,23,36,175,F
46,30,46,36,30,40,228,P
46,36,35,40,55,59,271,P
38,45,44,60,45,60,292,P
82,78,50,79,40,67,396,P
90,82,82,50,38,71,413,P
113,73,70,65,71,79,471,P
97,30,35,61,42,62,327,P
101,55,53,57,63,73,402,P
72,50,35,22,41,10,230,F
118,97,96,84,94,97,586,P
38,31,30,56,58,49,262,P
77,46,55,62,47,57,344,P
46,13,35,17,16,19,146,F
95,46,61,67,44,60,373,P
20,9,15,13,35,41,133,F
70,43,35,55,30,47,280,P
82,35,52,61,45,66,341,P
76,77,54,53,44,65,369,P
46,45,43,43,41,50,268,P
84,38,40,70,40,62,334,P
63,30,50,45,30,35,253,P
121,71,95,74,65,97,523,P
114,75,66,78,48,76,457,P
66,39,60,50,56,35,306,P
74,50,65,65,52,83,389,P
66,57,69,52,46,75,365,P
117,86,91,86,81,94,555,P
74,75,80,75,87,68,459,P
109,50,49,84,51,82,425,P
80,35,45,60,56,63,339,P
114,66,65,63,46,88,442,P
100,60,88,52,59,73,432,P
78,35,46,62,45,67,333,P
120,42,46,45,45,47,345,P
94,66,75,58,49,76,418,P
59,35,35,30,30,38,227,P
44,51,11,48,31,67,252,F
84,43,71,61,58,64,381,P
68,30,47,35,44,56,280,P
103,65,60,60,52,77,417,P
94,85,75,63,56,70,443,P
82,51,87,46,54,60,380,P
85,47,30,51,30,40,283,P
87,41,40,54,39,40,301,P
109,47,89,71,47,74,437,P
84,50,71,35,30,70,340,P
60,67,67,63,65,77,399,P
105,61,54,64,57,85,426,P
75,37,32,36,32,47,259,P
109,89,80,85,74,93,530,P
52,38,35,46,35,40,246,P
38,74,54,61,56,40,323,P
81,41,43,81,52,86,384,P
64,42,30,39,45,40,260,P
94,65,74,87,79,85,484,P
72,30,38,43,35,62,280,P
100,39,55,49,43,63,349,P
93,74,86,60,65,65,443,P
121,60,30,56,52,66,385,P
104,35,40,35,63,83,360,P
29,35,35,35,14,25,173,F
91,64,74,80,53,82,444,P
29,36,9,19,20,49,162,F
15,19,7,40,38,35,154,F
74,50,35,50,48,45,302,P
38,45,35,35,30,62,245,P
86,42,82,49,53,47,359,P
14,37,35,30,26,38,180,F
44,30,50,60,35,56,275,P
58,35,40,35,39,42,249,P
45,35,51,43,37,56,267,P
113,35,44,76,52,83,403,P
61,55,43,60,40,72,331,P
117,90,64,80,68,78,497,P
51,35,35,35,43,35,234,P
110,76,80,68,52,79,465,P
89,73,84,92,58,85,481,P
44,10,35,44,39,35,207,F
56,30,41,36,51,58,272,P
54,30,30,46,30,66,256,P
87,43,63,63,51,64,371,P
70,51,42,64,71,72,370,P
38,35,44,50,38,68,273,P
117,90,91,61,62,84,505,P
84,71,66,57,53,80,411,P
67,40,38,35,44,41,265,P
75,51,46,67,50,59,348,P
20,50,38,55,35,79,277,F
106,53,70,63,36,56,384,P
83,50,63,35,61,63,355,P
90,30,43,42,58,47,310,P
28,15,35,30,30,37,175,F
68,35,30,59,46,76,314,P
53,36,37,48,42,55,271,P
96,70,53,60,63,76,418,P
12,35,37,35,26,41,186,F
68,41,35,48,53,82,327,P
88,47,60,53,47,66,361,P
45,16,7,19,26,30,143,F
38,35,35,21,25,20,174,F
38,35,63,35,38,50,259,P
94,62,47,69,62,88,422,P
90,67,46,42,36,58,339,P
101,35,74,16,21,46,293,F
48,40,31,51,36,50,256,P
78,76,45,66,54,80,399,P
93,30,46,45,56,64,334,P
82,30,30,30,45,60,277,P
121,84,98,82,86,99,570,P
45,30,30,37,35,43,220,P
30,35,35,50,12,14,176,F
45,32,35,36,41,45,234,P
122,96,91,90,90,97,586,P
44,35,35,35,30,23,202,F
50,30,30,61,30,48,249,P
83,60,40,35,30,45,293,P
94,60,57,66,68,68,413,P
75,64,30,46,56,47,318,P
38,61,42,47,47,67,302,P
105,85,88,76,67,71,492,P
58,4,17,30,45,24,178,F
38,39,45,38,30,40,230,P
110,70,60,54,49,80,423,P
100,44,35,64,39,61,343,P
44,35,35,14,38,42,208,F
95,35,89,77,63,90,449,P
38,30,37,47,30,41,223,P
48,60,35,30,30,40,243,P
65,50,60,53,43,60,331,P
86,70,74,70,49,65,414,P
116,36,53,51,40,54,350,P
22,13,17,42,19,35,148,F
29,37,35,43,22,24,190,F
87,57,61,46,65,64,380,P
63,47,57,51,41,54,313,P
95,50,44,72,67,92,420,P
26,10,8,45,23,17,129,F
118,76,92,85,62,97,530,P
60,75,60,37,30,78,340,P
64,44,30,68,46,76,328,P
110,66,80,64,54,67,441,P
114,68,75,84,62,79,482,P
107,73,71,70,64,66,451,P
93,55,51,71,57,80,407,P
87,45,58,54,40,64,348,P
105,30,52,72,60,90,409,P
49,30,38,45,41,52,255,P
N\A,N\A,N\A,N\A,0,N\A,0,F
82,65,44,70,63,77,401,P
78,54,55,51,64,45,347,P
110,68,61,48,31,53,371,P
97,80,66,79,50,74,446,P
27,35,35,30,30,12,169,F
58,52,51,35,30,43,269,P
106,62,68,38,49,53,376,P
44,14,35,30,21,21,165,F
102,35,68,62,37,68,372,P
19,57,35,30,13,7,161,F
55,64,77,52,35,71,354,P
87,42,44,56,47,49,325,P
73,80,52,53,30,53,341,P
77,47,35,38,35,44,276,P
61,51,65,35,30,30,272,P
47,35,35,17,35,11,180,F
101,66,72,70,56,78,443,P
118,57,85,45,51,72,428,P
109,30,77,58,47,58,379,P
62,30,35,50,36,43,256,P
98,35,50,41,44,61,329,P
20,35,35,23,11,30,154,F
92,50,63,59,36,50,350,P
72,30,30,35,40,41,248,P
110,74,80,65,55,93,477,P
85,54,38,48,44,61,330,P
38,30,56,39,35,41,239,P
117,73,90,81,65,88,514,P
29,35,35,30,9,30,168,F
121,83,80,74,63,76,497,P
94,56,71,55,39,70,385,P
N\A,35,35,N\A,0,N\A,70,F
85,60,48,44,51,82,370,P
44,44,30,37,35,35,225,P
78,90,68,77,62,76,451,P
84,73,90,63,51,85,446,P
44,35,35,6,21,30,171,F
46,35,35,36,31,43,226,P
54,13,50,36,30,46,229,F
112,48,73,75,51,50,409,P
88,46,35,21,19,58,267,F
72,30,53,50,32,38,275,P
26,40,35,39,32,30,202,F
89,35,30,40,40,53,287,P
101,30,40,37,30,50,288,P
58,35,52,41,35,58,279,P
N\A,N\A,N\A,N\A,0,N\A,0,F
79,50,61,58,46,62,356,P
69,35,44,45,30,30,253,P
66,35,67,40,31,38,277,P
58,52,50,50,49,40,299,P
61,62,65,49,71,53,361,P
84,50,58,48,35,41,316,P
86,36,60,56,51,60,349,P
70,30,37,30,36,30,233,P
92,70,72,71,49,65,419,P
72,58,66,71,40,54,361,P
106,56,60,52,46,67,387,P
84,80,75,64,48,60,411,P
85,49,38,37,36,35,280,P
52,30,40,60,37,40,259,P
120,64,51,58,48,82,423,P
114,54,54,84,59,80,445,P
98,51,38,60,53,50,350,P
52,35,35,30,30,40,222,P
32,9,35,21,43,19,159,F
75,50,40,36,35,69,305,P
38,8,15,24,30,11,126,F
48,30,48,30,30,35,221,P
65,72,41,52,50,86,366,P
49,32,30,58,39,48,256,P
105,66,66,57,52,68,414,P
71,50,77,37,40,41,316,P
48,10,35,36,21,14,164,F
31,10,41,40,33,58,213,F
78,58,65,43,48,73,365,P
65,36,69,39,30,51,290,P
76,30,41,30,30,51,258,P
79,35,55,21,20,44,254,F
60,44,38,36,35,44,257,P
58,40,46,56,30,67,297,P
70,30,30,30,32,39,231,P
95,75,83,67,59,81,460,P
117,53,68,44,44,63,389,P
38,35,50,35,31,49,238,P
118,76,60,76,58,87,475,P
61,35,51,50,30,77,304,P
86,31,53,32,42,40,284,P
113,63,80,58,64,92,470,P
74,30,35,30,45,54,268,P
108,74,83,72,47,69,453,P
38,35,35,39,30,36,213,F
90,39,30,30,34,44,267,P
38,11,13,21,19,22,124,F
44,18,6,19,17,4,108,F
112,83,86,59,48,73,461,P
86,71,75,76,50,72,430,P
96,30,73,41,35,57,332,P
75,40,48,36,36,74,309,P
9,12,7,18,30,20,96,F
109,71,75,49,42,69,415,P
68,49,35,43,30,46,271,P
44,48,40,42,35,39,248,P
13,35,44,37,15,42,186,F
47,44,35,50,39,30,245,P
60,30,35,46,30,37,238,P
74,30,60,50,42,58,314,P
55,46,60,35,30,37,263,P
72,46,53,35,40,44,290,P
44,19,35,12,12,21,143,F
12,19,11,16,3,22,83,F
100,58,57,42,30,43,330,P
107,50,43,35,46,64,345,P
27,35,35,37,31,30,195,F
79,39,30,39,32,55,274,P
80,51,65,42,30,35,303,P
108,61,66,35,46,50,366,P
77,41,51,51,49,53,322,P
39,35,36,44,30,35,219,P
12,7,14,26,10,15,84,F
54,7,43,30,30,49,213,F
51,17,35,16,25,30,174,F
105,48,45,54,43,55,350,P
45,57,56,41,39,56,294,P
52,11,7,35,35,25,165,F
100,60,60,64,56,78,418,P
14,35,10,20,10,30,119,F
46,13,15,11,15,15,115,F
95,30,30,37,30,40,262,P
100,36,52,51,45,66,350,P
12,35,57,30,14,7,155,F
44,35,35,39,30,36,219,P
102,66,79,55,51,79,432,P
45,30,40,37,30,46,228,P
73,66,62,50,58,77,386,P
104,52,48,59,36,63,362,P
63,37,35,30,45,56,266,P
94,52,35,63,35,52,331,P
66,38,30,39,31,51,255,P
89,31,46,53,35,72,326,P
5,11,46,21,23,26,132,F
94,35,37,55,51,78,350,P
46,36,35,35,30,38,220,P
53,19,35,35,26,36,204,F
68,30,30,36,35,42,241,P
93,53,68,74,49,80,417,P
57,30,46,39,51,65,288,P
45,14,35,36,19,35,184,F
81,30,35,46,35,60,287,P
82,50,30,43,37,51,293,P
10,17,35,19,5,21,107,F
22,5,35,30,30,23,145,F
66,46,60,40,32,51,295,P
75,45,30,49,44,59,302,P
84,30,30,38,30,49,261,P
25,35,16,43,14,30,163,F
56,30,40,50,36,39,251,P
90,35,60,37,30,67,319,P
44,35,30,44,35,46,234,P
44,41,40,45,30,61,261,P
38,7,14,17,18,14,108,F
40,35,35,30,13,18,171,F
65,N\A,61,46,36,44,252,F
108,93,98,87,76,87,549,P
55,13,35,40,30,43,216,F
88,30,54,61,46,58,337,P
18,17,37,37,23,47,179,F
27,35,35,30,30,46,203,F
111,89,76,75,62,78,491,P
74,40,30,42,48,72,306,P
68,30,50,46,37,60,291,P
72,44,30,30,30,35,241,P
87,35,53,71,47,44,337,P
111,60,66,62,35,41,375,P
58,30,30,42,32,43,235,P
74,38,57,44,42,56,311,P
31,35,36,31,11,19,163,F
106,30,66,46,48,59,355,P
47,35,30,46,35,40,233,P
39,35,18,26,21,25,164,F
65,30,30,46,30,47,248,P
53,35,35,12,22,24,181,F
71,30,42,35,30,37,245,P
50,60,30,50,37,30,257,P
21,35,35,19,17,35,162,F
38,85,35,59,36,40,293,P
108,80,87,63,53,76,467,P
85,30,65,44,41,50,315,P
31,35,48,30,21,20,185,F
85,30,51,67,35,50,318,P
120,76,93,82,81,80,532,P
28,35,16,30,16,45,170,F
106,70,58,74,39,63,410,P
42,35,35,37,40,30,219,P
38,42,42,37,35,46,240,P
122,93,95,93,88,93,584,P
87,76,57,53,46,53,372,P
15,35,35,18,14,19,136,F
84,63,96,62,47,56,408,P
55,51,68,41,44,38,297,P
91,30,44,35,30,50,280,P
75,35,41,30,30,35,246,P
63,50,43,46,30,31,263,P
112,38,43,45,30,37,305,P
22,18,35,30,16,13,134,F
57,75,36,65,54,55,342,P
71,65,78,58,44,50,366,P
60,90,35,52,39,54,330,P
99,58,63,67,49,73,409,P
106,90,92,76,66,86,516,P
109,70,63,73,59,71,445,P
84,30,43,48,57,57,319,P
93,30,35,36,30,30,254,P
84,55,84,68,42,43,376,P
87,85,97,47,63,66,445,P
23,35,35,7,7,44,151,F
117,67,86,70,63,75,478,P
73,50,73,49,52,58,355,P
87,54,45,46,40,41,313,P
62,72,40,74,47,43,338,P
121,82,92,72,65,74,506,P
58,30,37,35,30,44,234,P
45,13,35,44,23,30,190,F
57,66,45,45,45,77,335,P
123,71,96,66,65,46,467,P
107,45,14,58,43,60,327,F
115,60,77,61,62,63,438,P
96,44,50,46,30,67,333,P
52,72,53,57,55,54,343,P
63,10,35,21,23,35,187,F
46,70,52,37,56,57,318,P
30,12,35,22,10,10,119,F
38,30,46,46,38,41,239,P
101,45,46,52,41,50,335,P
39,35,35,36,16,35,196,F
93,30,51,30,31,54,289,P
51,N\A,N\A,N\A,0,N\A,51,F
26,35,18,30,23,11,143,F
38,35,35,35,43,38,224,P
44,35,35,30,30,38,212,F
53,31,35,44,30,47,240,P
59,30,44,35,31,30,229,P
75,30,60,75,31,77,348,P
80,79,82,76,55,67,439,P
45,35,10,30,20,16,156,F
53,35,35,39,30,35,227,P
112,80,79,75,61,78,485,P
115,99,88,83,78,98,561,P
119,66,95,69,51,85,485,P
119,69,65,63,69,50,435,P
38,15,17,48,21,30,169,F
110,76,70,45,36,42,379,P
62,81,47,70,35,58,353,P
87,53,55,56,37,50,338,P
46,36,35,15,35,35,202,F
85,70,13,35,34,65,302,F
95,56,67,42,42,68,370,P
120,60,95,77,68,92,512,P
49,30,60,49,35,35,258,P
97,75,65,60,54,44,395,P
104,53,61,77,52,97,444,P
73,68,45,54,43,47,330,P
45,35,35,30,30,45,220,P
32,42,35,19,35,35,198,F
106,84,65,71,71,69,466,P
72,72,94,58,40,73,409,P
73,99,72,72,41,62,419,P
57,35,30,49,31,57,259,P
109,82,60,61,60,54,426,P
55,85,60,70,52,64,386,P
115,51,62,46,35,71,380,P
12,35,48,55,41,35,226,F
107,86,97,89,79,85,543,P
92,66,36,55,55,35,339,P
91,86,70,80,64,76,467,P
97,50,57,60,30,41,335,P
25,35,35,30,15,25,165,F
82,31,53,35,30,36,267,P
66,35,46,39,49,48,283,P
8,13,35,30,15,35,136,F
61,30,36,36,39,36,238,P
98,48,72,55,35,43,351,P
102,76,77,67,62,69,453,P
60,38,35,55,54,69,311,P
38,35,35,30,11,30,179,F
69,30,42,49,30,37,257,P
85,60,60,70,46,57,378,P
52,56,55,57,47,42,309,P
103,58,56,57,44,65,383,P
96,95,97,78,92,98,556,P
12,35,17,18,11,37,130,F
70,46,63,53,30,53,315,P
91,35,30,53,45,48,302,P
57,30,30,30,31,62,240,P
63,41,60,70,35,53,322,P
109,90,90,88,78,87,542,P
78,66,74,38,44,68,368,P
97,55,60,70,42,63,387,P
18,35,35,60,35,24,207,F
104,82,91,66,63,59,465,P
61,35,35,38,49,41,259,P
78,66,72,60,44,37,357,P
56,7,38,30,30,53,214,F
87,35,30,40,46,48,286,P
109,46,50,60,60,80,405,P
84,35,37,36,51,51,294,P
77,82,85,54,35,30,363,P
60,38,40,52,30,37,257,P
91,44,56,43,48,60,342,P
21,35,35,42,37,30,200,F
114,90,95,72,64,69,504,P
104,75,70,48,49,63,409,P
44,46,30,35,35,49,239,P
87,72,56,40,43,79,377,P
103,64,48,73,52,69,409,P
91,94,70,84,68,56,463,P
48,8,35,37,22,30,180,F
63,35,66,45,42,54,305,P
67,65,58,55,44,55,344,P
64,56,60,41,52,64,337,P
57,56,40,58,36,46,293,P
108,64,84,56,45,81,438,P
111,75,89,72,52,87,486,P
113,83,87,72,48,76,479,P
87,70,60,50,40,43,350,P
104,66,75,59,45,73,422,P
34,35,35,20,20,12,156,F
63,67,42,35,37,35,279,P
56,35,14,44,30,41,220,F
91,30,90,37,43,58,349,P
44,17,35,39,14,57,206,F
30,5,35,25,18,12,125,F
7,16,10,23,16,35,107,F
28,15,35,11,30,6,125,F
68,38,67,30,43,74,320,P
97,78,90,66,69,80,480,P
100,61,53,44,30,52,340,P
108,70,71,68,40,91,448,P
96,57,85,80,62,80,460,P
121,73,68,85,63,45,455,P
77,30,42,46,30,37,262,P
50,67,81,64,44,88,394,P
71,35,35,30,18,23,212,F
65,35,42,30,13,40,225,F
114,41,81,48,53,83,420,P
94,72,57,60,48,42,373,P
47,54,39,44,42,48,274,P
104,51,82,75,62,60,434,P
110,65,61,54,44,63,397,P
71,67,68,51,37,51,345,P
105,82,60,81,65,80,473,P
55,70,71,62,62,84,404,P
104,81,66,71,58,81,461,P
103,78,91,66,52,59,449,P
82,51,85,61,42,59,380,P
100,30,60,44,33,54,321,P
117,75,87,71,69,85,504,P
21,10,11,22,15,16,95,F
39,19,35,45,19,30,187,F
70,30,35,38,30,41,244,P
114,90,88,64,61,64,481,P
122,80,98,85,73,70,528,P
94,50,60,43,41,64,352,P
66,36,50,43,44,48,287,P
61,51,44,48,30,35,269,P
81,30,51,42,37,35,276,P
70,30,35,39,30,52,256,P
94,63,77,68,65,90,457,P
95,80,35,61,56,53,380,P
107,53,72,68,42,67,409,P
59,35,35,30,30,30,219,P
108,62,83,76,52,84,465,P
44,68,46,45,49,53,305,P
111,71,92,84,71,90,519,P
54,35,30,30,30,61,240,P
101,85,74,76,59,84,479,P
70,60,66,50,48,36,330,P
121,87,85,80,72,90,535,P
38,49,38,35,48,37,245,P
96,80,77,75,60,80,468,P
74,63,36,50,52,44,319,P
90,89,96,82,72,84,513,P
107,98,76,74,59,71,485,P
93,77,82,73,73,78,476,P
114,95,82,87,88,88,554,P
23,18,7,18,30,30,126,F
86,72,68,60,41,40,367,P
58,35,48,30,30,30,231,P
78,68,70,64,62,65,407,P
77,65,48,43,50,47,330,P
75,30,57,42,30,41,275,P
58,35,11,30,9,37,180,F
44,35,37,35,35,35,221,P
106,92,88,82,77,96,541,P
105,63,46,65,51,75,405,P
102,60,76,62,66,80,446,P
95,44,64,63,30,86,382,P
9,6,8,13,8,19,63,F
