L1_MARKS_CORRECTED,L1_Marks_Corrected,L1_RESULT,L2_MARKS_CORRECTED,L2_RESULT,L3_MARKS_CORRECTED,L3_RESULT,S1_MARKS_CORRECTED,S1_RESULT,S2_MARKS_CORRECTED,S2_RESULT,S3_MARKS_CORRECTED,S3_RESULT,NRC_CLASS,NRC_RESULT
55,44,P,30,P,35,P,35,P,43,P,36,P,PASS,P
68,54,P,30,P,35,P,63,P,60,P,41,P,PASS,P
90,72,P,63,P,70,P,65,P,47,P,82,P,1,P
75,60,P,10,F,35,P,35,P,25,F,46,P,FAIL,F
87,69,P,54,P,46,P,72,P,50,P,64,P,2,P
39,31,P,37,P,35,P,35,P,38,P,35,P,PASS,P
88,70,P,50,P,56,P,53,P,39,P,42,P,2,P
77,61,P,53,P,53,P,35,P,40,P,45,P,PASS,P
118,94,P,82,P,93,P,78,P,79,P,85,P,D   ,P
44,35,P,35,P,35,P,24,F,16,F,14,F,FAIL,F
55,44,P,18,F,35,P,22,F,35,P,30,F,FAIL,F
44,35,P,30,P,40,P,43,P,35,P,50,P,PASS,P
65,52,P,30,P,35,P,35,P,31,P,37,P,PASS,P
84,67,P,52,P,60,P,60,P,46,P,52,P,2,P
111,88,P,35,P,60,P,57,P,44,P,38,P,2,P
87,69,P,30,P,38,P,47,P,38,P,63,P,PASS,P
116,92,P,92,P,97,P,85,P,78,P,90,P,D   ,P
62,49,P,32,P,36,P,43,P,30,P,40,P,PASS,P
101,80,P,90,P,84,P,73,P,45,P,65,P,1,P
63,50,P,30,P,56,P,67,P,39,P,49,P,PASS,P
85,68,P,30,P,35,P,47,P,51,P,64,P,PASS,P
72,57,P,30,P,50,P,54,P,30,P,38,P,PASS,P
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
66,52,P,40,P,30,P,52,P,35,P,40,P,PASS,P
56,44,P,14,F,41,P,26,F,24,F,35,P,FAIL,F
75,60,P,36,P,37,P,41,P,41,P,57,P,PASS,P
47,37,P,30,P,35,P,30,P,36,P,41,P,PASS,P
46,36,P,37,P,30,P,42,P,44,P,37,P,PASS,P
98,78,P,39,P,60,P,56,P,50,P,91,P,1,P
44,35,P,13,F,35,P,30,F,13,F,48,P,FAIL,F
88,70,P,35,P,55,P,41,P,43,P,51,P,2,P
71,56,P,35,P,41,P,45,P,43,P,59,P,PASS,P
95,76,P,30,P,50,P,66,P,47,P,48,P,2,P
66,52,P,35,P,30,P,49,P,35,P,30,P,PASS,P
113,90,P,62,P,83,P,72,P,41,P,62,P,1,P
27,21,F,35,P,35,P,30,F,30,F,36,P,FAIL,F
91,72,P,85,P,60,P,71,P,59,P,82,P,1,P
45,36,P,35,P,35,P,35,P,36,P,35,P,PASS,P
55,44,P,36,P,51,P,63,P,37,P,69,P,PASS,P
106,84,P,60,P,71,P,50,P,43,P,48,P,1,P
75,60,P,35,P,30,P,61,P,35,P,42,P,PASS,P
45,36,P,35,P,13,F,11,F,21,F,44,P,FAIL,F
51,40,P,50,P,30,P,42,P,36,P,52,P,PASS,P
35,28,F,7,F,14,F,30,F,19,F,15,F,FAIL,F
62,49,P,35,P,35,P,42,P,30,P,37,P,PASS,P
75,60,P,48,P,30,P,44,P,35,P,58,P,PASS,P
108,86,P,47,P,35,P,46,P,0,F,N/A,A,FAIL,F
91,72,P,52,P,50,P,61,P,67,P,53,P,2,P
75,60,P,35,P,30,P,46,P,40,P,30,P,PASS,P
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
117,93,P,77,P,70,P,54,P,61,P,80,P,1,P
120,96,P,93,P,92,P,94,P,86,P,94,P,D   ,P
47,37,P,35,P,35,P,N/A,A,0,F,44,P,FAIL,F
96,76,P,35,P,45,P,51,P,56,P,84,P,2,P
115,92,P,30,P,65,P,70,P,46,P,70,P,1,P
109,87,P,91,P,80,P,76,P,81,P,95,P,D   ,P
10,8,F,35,P,4,F,30,F,20,F,21,F,FAIL,F
75,60,P,43,P,44,P,36,P,39,P,46,P,PASS,P
106,84,P,36,P,35,P,53,P,46,P,69,P,2,P
75,60,P,30,P,40,P,37,P,38,P,53,P,PASS,P
96,76,P,57,P,46,P,46,P,47,P,53,P,2,P
66,52,P,41,P,51,P,62,P,43,P,50,P,2,P
52,41,P,35,P,47,P,30,P,31,P,39,P,PASS,P
106,84,P,61,P,56,P,62,P,53,P,61,P,1,P
65,52,P,51,P,66,P,56,P,60,P,71,P,2,P
92,73,P,35,P,40,P,54,P,44,P,47,P,PASS,P
100,80,P,30,P,61,P,58,P,51,P,80,P,1,P
58,46,P,13,F,35,P,14,F,44,P,30,F,FAIL,F
88,70,P,51,P,66,P,62,P,51,P,77,P,1,P
48,38,P,35,P,35,P,N/A,A,0,F,46,P,FAIL,F
70,56,P,38,P,42,P,38,P,30,P,63,P,PASS,P
60,48,P,35,P,42,P,38,P,40,P,51,P,PASS,P
85,68,P,71,P,60,P,30,P,40,P,61,P,2,P
74,59,P,53,P,52,P,55,P,44,P,55,P,2,P
59,47,P,35,P,35,P,N/A,A,0,F,40,P,FAIL,F
44,35,P,13,F,35,P,15,F,48,P,35,P,FAIL,F
50,40,P,43,P,30,P,36,P,36,P,45,P,PASS,P
38,30,F,35,P,13,F,20,F,36,P,38,P,FAIL,F
44,35,P,11,F,41,P,19,F,18,F,41,P,FAIL,F
73,58,P,40,P,30,P,42,P,35,P,30,P,PASS,P
94,75,P,68,P,42,P,42,P,31,P,74,P,2,P
82,65,P,30,P,45,P,49,P,30,P,60,P,PASS,P
71,56,P,35,P,15,F,8,F,5,F,45,P,FAIL,F
110,88,P,30,P,66,P,46,P,60,P,85,P,1,P
23,18,F,35,P,35,P,46,P,17,F,30,F,FAIL,F
79,63,P,41,P,55,P,56,P,39,P,76,P,2,P
53,42,P,30,P,50,P,45,P,30,P,57,P,PASS,P
45,36,P,35,P,30,P,35,P,41,P,35,P,PASS,P
96,76,P,39,P,57,P,62,P,52,P,50,P,2,P
44,35,P,30,P,55,P,35,P,35,P,43,P,PASS,P
38,30,P,30,P,37,P,30,P,36,P,56,P,PASS,P
53,42,P,7,F,35,P,21,F,21,F,17,F,FAIL,F
44,35,P,46,P,30,P,47,P,36,P,40,P,PASS,P
70,56,P,11,F,35,P,53,P,37,P,35,P,FAIL,F
84,67,P,62,P,51,P,56,P,55,P,60,P,2,P
36,28,F,12,F,16,F,30,F,20,F,30,F,FAIL,F
50,40,P,30,P,35,P,35,P,45,P,55,P,PASS,P
58,46,P,35,P,37,P,43,P,31,P,40,P,PASS,P
48,38,P,11,F,36,P,40,P,35,P,39,P,FAIL,F
79,63,P,37,P,47,P,42,P,48,P,54,P,PASS,P
58,46,P,68,P,35,P,61,P,40,P,51,P,2,P
50,40,P,45,P,56,P,42,P,30,P,40,P,PASS,P
118,94,P,60,P,35,P,73,P,55,P,56,P,1,P
19,15,F,7,F,7,F,13,F,9,F,18,F,FAIL,F
44,35,P,36,P,41,P,30,P,30,P,38,P,PASS,P
65,52,P,45,P,46,P,48,P,44,P,63,P,PASS,P
67,53,P,36,P,35,P,39,P,37,P,40,P,PASS,P
45,36,P,11,F,35,P,20,F,25,F,53,P,FAIL,F
9,7,F,8,F,7,F,20,F,19,F,30,F,FAIL,F
91,72,P,35,P,46,P,45,P,36,P,67,P,2,P
115,92,P,84,P,57,P,67,P,58,P,84,P,1,P
100,80,P,51,P,35,P,35,P,30,P,65,P,2,P
44,35,P,35,P,35,P,21,F,7,F,35,P,FAIL,F
64,51,P,30,P,30,P,30,P,30,P,50,P,PASS,P
14,11,F,17,F,16,F,15,F,5,F,23,F,FAIL,F
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
20,16,F,12,F,13,F,30,F,18,F,35,P,FAIL,F
69,55,P,35,P,40,P,44,P,44,P,53,P,PASS,P
29,23,F,11,F,35,P,30,F,37,P,35,P,FAIL,F
26,20,F,35,P,35,P,37,P,30,F,20,F,FAIL,F
45,36,P,30,P,31,P,37,P,30,P,48,P,PASS,P
86,68,P,76,P,70,P,71,P,52,P,66,P,1,P
52,41,P,40,P,50,P,37,P,32,P,40,P,PASS,P
8,6,F,35,P,12,F,30,F,25,F,39,P,FAIL,F
91,72,P,81,P,73,P,70,P,68,P,75,P,1,P
65,52,P,13,F,38,P,48,P,35,P,47,P,FAIL,F
77,61,P,35,P,10,F,38,P,35,P,57,P,FAIL,F
56,44,P,30,P,35,P,35,P,43,P,30,P,PASS,P
78,62,P,41,P,50,P,43,P,50,P,54,P,2,P
95,76,P,54,P,60,P,78,P,58,P,76,P,1,P
120,96,P,96,P,92,P,91,P,87,P,96,P,D   ,P
14,11,F,13,F,7,F,11,F,16,F,8,F,FAIL,F
93,74,P,35,P,42,P,50,P,43,P,44,P,PASS,P
70,56,P,67,P,53,P,60,P,38,P,60,P,2,P
121,96,P,81,P,86,P,94,P,95,P,94,P,D   ,P
45,36,P,30,P,44,P,51,P,36,P,63,P,PASS,P
66,52,P,35,P,35,P,30,P,49,P,42,P,PASS,P
60,48,P,30,P,30,P,45,P,51,P,67,P,PASS,P
57,45,P,30,P,50,P,35,P,35,P,57,P,PASS,P
105,84,P,35,P,62,P,74,P,72,P,64,P,1,P
38,30,P,30,P,30,P,47,P,41,P,39,P,PASS,P
99,79,P,37,P,60,P,40,P,35,P,35,P,PASS,P
65,52,P,16,F,35,P,30,F,30,F,30,F,FAIL,F
74,59,P,40,P,13,F,21,F,24,F,38,P,FAIL,F
29,23,F,18,F,35,P,30,F,36,P,35,P,FAIL,F
44,35,P,35,P,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
62,49,P,16,F,8,F,30,F,26,F,36,P,FAIL,F
102,81,P,51,P,86,P,63,P,74,P,72,P,1,P
61,48,P,47,P,50,P,40,P,46,P,52,P,PASS,P
111,88,P,52,P,68,P,88,P,70,P,91,P,1,P
102,81,P,35,P,52,P,65,P,46,P,56,P,2,P
103,82,P,13,F,35,P,45,P,41,P,35,P,FAIL,F
62,49,P,30,P,35,P,58,P,38,P,35,P,PASS,P
106,84,P,41,P,79,P,60,P,51,P,57,P,1,P
86,68,P,30,P,62,P,47,P,36,P,68,P,2,P
60,48,P,30,P,30,P,35,P,35,P,38,P,PASS,P
57,45,P,30,P,30,P,43,P,30,P,41,P,PASS,P
53,42,P,30,P,30,P,30,P,35,P,60,P,PASS,P
88,70,P,35,P,37,P,35,P,0,F,35,P,FAIL,F
44,35,P,N/A,A,36,P,35,P,0,F,58,P,FAIL,F
44,35,P,7,F,35,P,21,F,25,F,35,P,FAIL,F
88,70,P,45,P,47,P,41,P,48,P,73,P,2,P
56,44,P,30,P,35,P,30,P,35,P,50,P,PASS,P
100,80,P,63,P,86,P,54,P,63,P,84,P,1,P
71,56,P,80,P,45,P,90,P,71,P,97,P,1,P
45,36,P,9,F,35,P,35,P,35,P,51,P,FAIL,F
90,72,P,47,P,35,P,47,P,52,P,66,P,2,P
26,20,F,35,P,40,P,32,F,35,P,24,F,FAIL,F
84,67,P,30,P,57,P,50,P,41,P,50,P,PASS,P
76,60,P,30,P,30,P,37,P,31,P,38,P,PASS,P
78,62,P,N/A,A,N/A,A,N/A,A,0,F,43,P,FAIL,F
57,45,P,35,P,30,P,52,P,38,P,48,P,PASS,P
80,64,P,44,P,46,P,54,P,54,P,66,P,2,P
120,96,P,70,P,96,P,63,P,63,P,87,P,1,P
70,56,P,30,P,30,P,36,P,30,P,63,P,PASS,P
51,40,P,30,P,35,P,31,P,37,P,35,P,PASS,P
N/A,N/A,A,35,P,38,P,N/A,A,43,P,44,P,FAIL,F
89,71,P,35,P,41,P,63,P,60,P,55,P,2,P
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
118,94,P,60,P,72,P,77,P,49,P,85,P,1,P
76,60,P,42,P,30,P,66,P,56,P,66,P,2,P
52,41,P,37,P,49,P,N/A,A,0,F,47,P,FAIL,F
60,48,P,30,P,30,P,40,P,44,P,72,P,PASS,P
97,77,P,55,P,47,P,57,P,48,P,50,P,2,P
22,17,F,35,P,42,P,37,P,47,P,53,P,FAIL,F
100,80,P,41,P,80,P,51,P,61,P,74,P,1,P
100,80,P,82,P,55,P,63,P,57,P,54,P,1,P
90,72,P,58,P,76,P,53,P,40,P,80,P,1,P
113,90,P,53,P,68,P,75,P,61,P,73,P,1,P
45,36,P,4,F,10,F,15,F,15,F,18,F,FAIL,F
75,60,P,30,P,36,P,44,P,53,P,61,P,PASS,P
44,35,P,35,P,52,P,37,P,19,F,23,F,FAIL,F
106,84,P,58,P,72,P,66,P,54,P,76,P,1,P
45,36,P,35,P,35,P,30,F,20,F,25,F,FAIL,F
107,85,P,53,P,60,P,78,P,65,P,87,P,1,P
74,59,P,81,P,69,P,58,P,60,P,75,P,1,P
93,74,P,42,P,57,P,67,P,50,P,65,P,2,P
84,67,P,46,P,45,P,37,P,46,P,42,P,PASS,P
51,40,P,15,F,11,F,23,F,22,F,36,P,FAIL,F
71,56,P,70,P,43,P,60,P,62,P,80,P,1,P
20,16,F,8,F,9,F,19,F,35,P,30,F,FAIL,F
107,85,P,35,P,55,P,30,P,36,P,60,P,2,P
45,36,P,36,P,35,P,36,P,35,P,40,P,PASS,P
107,85,P,57,P,54,P,71,P,49,P,79,P,1,P
12,9,F,15,F,35,P,46,P,25,F,25,F,FAIL,F
80,64,P,50,P,45,P,54,P,37,P,50,P,2,P
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
89,71,P,67,P,60,P,79,P,45,P,68,P,1,P
123,98,P,77,P,94,P,74,P,61,P,92,P,1,P
86,68,P,31,P,50,P,60,P,47,P,68,P,2,P
122,97,P,80,P,54,P,81,P,81,P,85,P,1,P
75,60,P,47,P,13,F,44,P,48,P,35,P,FAIL,F
88,70,P,40,P,55,P,50,P,48,P,48,P,2,P
9,7,F,12,F,35,P,20,F,7,F,37,P,FAIL,F
117,93,P,80,P,95,P,77,P,68,P,85,P,1,P
52,41,P,38,P,38,P,47,P,58,P,54,P,PASS,P
84,67,P,30,P,36,P,43,P,35,P,35,P,PASS,P
44,35,P,38,P,40,P,51,P,38,P,30,P,PASS,P
65,52,P,41,P,35,P,49,P,48,P,48,P,PASS,P
64,51,P,39,P,60,P,52,P,35,P,66,P,2,P
114,91,P,85,P,67,P,62,P,46,P,81,P,1,P
113,90,P,64,P,74,P,73,P,60,P,73,P,1,P
91,72,P,43,P,54,P,47,P,48,P,88,P,2,P
44,35,P,30,P,43,P,50,P,39,P,49,P,PASS,P
12,9,F,10,F,15,F,15,F,14,F,13,F,FAIL,F
100,80,P,40,P,50,P,65,P,42,P,77,P,2,P
91,72,P,36,P,75,P,46,P,35,P,72,P,2,P
113,90,P,85,P,92,P,84,P,81,P,87,P,D   ,P
59,47,P,39,P,52,P,40,P,30,P,50,P,PASS,P
100,80,P,56,P,62,P,60,P,65,P,79,P,1,P
90,72,P,60,P,38,P,62,P,49,P,45,P,2,P
82,65,P,30,P,50,P,37,P,45,P,44,P,PASS,P
58,46,P,65,P,42,P,71,P,53,P,70,P,2,P
51,40,P,12,F,35,P,35,P,14,F,40,P,FAIL,F
87,69,P,31,P,42,P,37,P,35,P,42,P,PASS,P
56,44,P,30,P,50,P,48,P,49,P,42,P,PASS,P
52,41,P,30,P,30,P,30,P,30,P,61,P,PASS,P
57,45,P,45,P,35,P,46,P,40,P,41,P,PASS,P
50,40,P,40,P,35,P,N/A,A,0,F,35,P,FAIL,F
25,20,F,35,P,15,F,39,P,25,F,35,P,FAIL,F
N/A,N/A,A,17,F,35,P,30,F,24,F,30,F,FAIL,F
76,60,P,30,P,50,P,34,P,30,P,40,P,PASS,P
56,44,P,38,P,43,P,63,P,48,P,63,P,PASS,P
54,43,P,35,P,38,P,49,P,47,P,51,P,PASS,P
45,36,P,7,F,9,F,35,P,30,F,50,P,FAIL,F
97,77,P,35,P,38,P,30,P,39,P,57,P,PASS,P
53,42,P,35,P,50,P,40,P,30,P,48,P,PASS,P
114,91,P,81,P,90,P,83,P,73,P,91,P,D   ,P
53,42,P,35,P,10,F,26,F,19,F,35,P,FAIL,F
103,82,P,47,P,48,P,75,P,64,P,71,P,1,P
45,36,P,30,P,39,P,35,P,40,P,52,P,PASS,P
33,26,F,35,P,35,P,38,P,20,F,42,P,FAIL,F
38,30,P,35,P,71,P,30,P,30,P,35,P,PASS,P
64,51,P,35,P,9,F,44,P,40,P,44,P,FAIL,F
44,35,P,30,P,36,P,42,P,44,P,60,P,PASS,P
76,60,P,61,P,48,P,53,P,40,P,62,P,2,P
67,53,P,30,P,35,P,38,P,35,P,50,P,PASS,P
18,14,F,14,F,35,P,30,F,20,F,37,P,FAIL,F
60,48,P,30,P,42,P,38,P,38,P,57,P,PASS,P
54,43,P,35,P,6,F,35,P,30,F,51,P,FAIL,F
100,80,P,43,P,70,P,74,P,64,P,68,P,1,P
38,30,P,45,P,46,P,40,P,40,P,35,P,PASS,P
14,11,F,5,F,8,F,20,F,30,F,35,P,FAIL,F
63,50,P,31,P,54,P,38,P,41,P,60,P,PASS,P
106,84,P,54,P,76,P,79,P,48,P,82,P,1,P
123,98,P,90,P,93,P,92,P,85,P,96,P,D   ,P
23,18,F,6,F,35,P,15,F,14,F,30,F,FAIL,F
74,59,P,54,P,44,P,64,P,52,P,76,P,2,P
96,76,P,41,P,73,P,35,P,35,P,43,P,2,P
121,96,P,96,P,98,P,97,P,82,P,95,P,D   ,P
80,64,P,30,P,30,P,36,P,35,P,39,P,PASS,P
53,42,P,78,P,35,P,35,P,37,P,30,P,PASS,P
110,88,P,53,P,55,P,72,P,60,P,71,P,1,P
117,93,P,61,P,85,P,88,P,53,P,92,P,1,P
111,88,P,40,P,77,P,63,P,44,P,68,P,1,P
80,64,P,43,P,40,P,52,P,53,P,50,P,2,P
51,40,P,30,P,31,P,47,P,35,P,46,P,PASS,P
71,56,P,30,P,41,P,30,P,30,P,55,P,PASS,P
57,45,P,38,P,30,P,30,P,37,P,69,P,PASS,P
45,36,P,30,P,80,P,36,P,35,P,36,P,PASS,P
45,36,P,40,P,30,P,42,P,36,P,54,P,PASS,P
94,75,P,30,P,30,P,50,P,43,P,46,P,PASS,P
35,28,F,17,F,35,P,42,P,24,F,46,P,FAIL,F
105,84,P,38,P,30,P,62,P,39,P,62,P,2,P
92,73,P,58,P,30,P,47,P,40,P,30,P,PASS,P
58,46,P,30,P,30,P,30,P,37,P,64,P,PASS,P
72,57,P,31,P,35,P,30,P,30,P,35,P,PASS,P
19,15,F,5,F,35,P,13,F,8,F,18,F,FAIL,F
121,96,P,60,P,73,P,54,P,54,P,78,P,1,P
82,65,P,30,P,35,P,35,P,37,P,44,P,PASS,P
101,80,P,41,P,30,P,62,P,62,P,58,P,2,P
49,39,P,75,P,30,P,71,P,38,P,48,P,PASS,P
38,30,P,30,P,50,P,44,P,30,P,48,P,PASS,P
7,5,F,5,F,5,F,18,F,5,F,8,F,FAIL,F
59,47,P,38,P,60,P,38,P,45,P,62,P,PASS,P
86,68,P,70,P,53,P,42,P,40,P,60,P,2,P
115,92,P,59,P,50,P,55,P,50,P,71,P,1,P
81,64,P,51,P,64,P,70,P,39,P,65,P,2,P
106,84,P,50,P,64,P,76,P,56,P,58,P,1,P
26,20,F,6,F,12,F,20,F,18,F,20,F,FAIL,F
90,72,P,30,P,60,P,50,P,42,P,40,P,PASS,P
68,54,P,77,P,82,P,70,P,71,P,92,P,1,P
92,73,P,57,P,41,P,63,P,63,P,84,P,1,P
44,35,P,30,P,41,P,45,P,32,P,38,P,PASS,P
50,40,P,30,P,36,P,41,P,35,P,30,P,PASS,P
63,50,P,41,P,30,P,36,P,38,P,47,P,PASS,P
59,47,P,30,P,30,P,39,P,35,P,40,P,PASS,P
45,36,P,30,P,47,P,47,P,30,P,60,P,PASS,P
19,15,F,10,F,15,F,36,P,30,F,30,F,FAIL,F
38,30,P,30,P,57,P,35,P,30,P,35,P,PASS,P
55,44,P,30,P,35,P,50,P,30,P,35,P,PASS,P
120,96,P,92,P,81,P,89,P,74,P,91,P,D   ,P
119,95,P,63,P,82,P,78,P,60,P,70,P,1,P
96,76,P,61,P,90,P,53,P,51,P,60,P,1,P
123,98,P,82,P,78,P,87,P,75,P,90,P,D   ,P
81,64,P,40,P,50,P,49,P,42,P,60,P,2,P
114,91,P,46,P,66,P,64,P,61,P,69,P,1,P
53,42,P,30,P,30,P,41,P,37,P,35,P,PASS,P
105,84,P,80,P,55,P,76,P,85,P,84,P,1,P
78,62,P,30,P,35,P,46,P,30,P,56,P,PASS,P
116,92,P,70,P,56,P,70,P,68,P,60,P,1,P
51,40,P,30,P,35,P,30,P,39,P,51,P,PASS,P
68,54,P,83,P,60,P,53,P,60,P,55,P,1,P
100,80,P,70,P,52,P,70,P,47,P,67,P,1,P
86,68,P,35,P,30,P,40,P,35,P,36,P,PASS,P
13,10,F,16,F,16,F,50,P,23,F,37,P,FAIL,F
13,10,F,18,F,14,F,14,F,20,F,26,F,FAIL,F
108,86,P,43,P,63,P,62,P,55,P,70,P,1,P
114,91,P,76,P,60,P,72,P,43,P,88,P,1,P
78,62,P,36,P,50,P,38,P,30,P,64,P,PASS,P
77,61,P,43,P,46,P,56,P,45,P,70,P,2,P
60,48,P,18,F,35,P,24,F,36,P,30,F,FAIL,F
70,56,P,45,P,51,P,32,P,30,P,46,P,PASS,P
81,64,P,73,P,65,P,38,P,53,P,66,P,1,P
15,12,F,10,F,12,F,10,F,12,F,21,F,FAIL,F
89,71,P,30,P,54,P,53,P,38,P,80,P,2,P
45,36,P,35,P,35,P,23,F,23,F,30,F,FAIL,F
108,86,P,85,P,77,P,55,P,72,P,90,P,1,P
44,35,P,30,P,30,P,51,P,37,P,53,P,PASS,P
38,30,P,30,P,34,P,41,P,41,P,50,P,PASS,P
100,80,P,85,P,80,P,68,P,78,P,76,P,1,P
117,93,P,91,P,84,P,96,P,90,P,96,P,D   ,P
110,88,P,78,P,62,P,51,P,35,P,66,P,1,P
70,56,P,46,P,35,P,56,P,30,P,45,P,PASS,P
50,40,P,39,P,30,P,65,P,39,P,60,P,PASS,P
76,60,P,38,P,30,P,47,P,36,P,45,P,PASS,P
80,64,P,40,P,35,P,42,P,38,P,38,P,PASS,P
112,89,P,30,P,47,P,70,P,62,P,58,P,1,P
63,50,P,63,P,30,P,59,P,50,P,39,P,PASS,P
45,36,P,30,P,40,P,42,P,30,P,42,P,PASS,P
117,93,P,87,P,96,P,85,P,75,P,92,P,D   ,P
109,87,P,43,P,62,P,44,P,57,P,75,P,1,P
82,65,P,50,P,38,P,40,P,30,P,62,P,PASS,P
4,3,F,8,F,35,P,9,F,25,F,9,F,FAIL,F
48,38,P,14,F,7,F,35,P,26,F,30,F,FAIL,F
27,21,F,13,F,35,P,50,P,14,F,15,F,FAIL,F
46,36,P,44,P,50,P,44,P,30,P,36,P,PASS,P
104,83,P,30,P,30,P,54,P,50,P,53,P,2,P
61,48,P,47,P,67,P,64,P,55,P,64,P,2,P
74,59,P,41,P,35,P,30,P,39,P,40,P,PASS,P
9,7,F,42,P,11,F,17,F,30,F,66,P,FAIL,F
107,85,P,88,P,84,P,68,P,67,P,91,P,1,P
52,41,P,30,P,43,P,57,P,35,P,55,P,PASS,P
45,36,P,35,P,11,F,42,P,45,P,42,P,FAIL,F
21,16,F,19,F,17,F,49,P,27,F,45,P,FAIL,F
86,68,P,37,P,54,P,78,P,42,P,79,P,1,P
23,18,F,4,F,16,F,14,F,14,F,18,F,FAIL,F
44,35,P,35,P,35,P,36,P,30,P,39,P,PASS,P
57,45,P,35,P,35,P,45,P,44,P,52,P,PASS,P
47,37,P,11,F,38,P,45,P,37,P,46,P,FAIL,F
83,66,P,30,P,61,P,45,P,35,P,56,P,PASS,P
44,35,P,30,P,46,P,36,P,37,P,55,P,PASS,P
62,49,P,85,P,35,P,64,P,52,P,50,P,2,P
106,84,P,53,P,55,P,84,P,61,P,74,P,1,P
92,73,P,53,P,72,P,56,P,45,P,53,P,2,P
70,56,P,40,P,64,P,67,P,42,P,55,P,2,P
80,64,P,47,P,39,P,50,P,58,P,41,P,2,P
77,61,P,82,P,72,P,81,P,65,P,83,P,1,P
115,92,P,61,P,78,P,73,P,73,P,70,P,1,P
73,58,P,30,P,36,P,53,P,46,P,60,P,PASS,P
7,5,F,16,F,9,F,25,F,15,F,8,F,FAIL,F
98,78,P,51,P,65,P,39,P,42,P,46,P,2,P
11,8,F,4,F,7,F,8,F,30,F,17,F,FAIL,F
123,98,P,60,P,85,P,65,P,57,P,90,P,1,P
38,30,P,30,P,30,P,48,P,38,P,35,P,PASS,P
115,92,P,91,P,60,P,80,P,74,P,86,P,1,P
55,44,P,35,P,35,P,20,F,17,F,35,P,FAIL,F
95,76,P,44,P,45,P,40,P,48,P,55,P,2,P
64,51,P,59,P,30,P,54,P,46,P,57,P,PASS,P
84,67,P,93,P,87,P,67,P,53,P,84,P,1,P
44,35,P,35,P,35,P,25,F,35,P,35,P,FAIL,F
103,82,P,76,P,84,P,73,P,62,P,77,P,1,P
60,48,P,40,P,30,P,44,P,30,P,52,P,PASS,P
106,84,P,54,P,85,P,60,P,41,P,64,P,1,P
90,72,P,90,P,75,P,70,P,69,P,92,P,1,P
2,1,F,35,P,35,P,47,P,8,F,36,P,FAIL,F
72,57,P,30,P,30,P,35,P,30,P,45,P,PASS,P
47,37,P,35,P,35,P,35,P,17,F,35,P,FAIL,F
117,93,P,75,P,72,P,81,P,56,P,84,P,1,P
65,52,P,35,P,43,P,52,P,30,P,35,P,PASS,P
75,60,P,73,P,54,P,60,P,30,P,66,P,2,P
86,68,P,78,P,35,P,53,P,43,P,77,P,2,P
100,80,P,36,P,70,P,65,P,60,P,75,P,1,P
100,80,P,82,P,79,P,80,P,85,P,90,P,1,P
68,54,P,30,P,30,P,66,P,35,P,30,P,PASS,P
101,80,P,43,P,60,P,30,P,42,P,30,P,PASS,P
57,45,P,35,P,30,P,30,P,35,P,64,P,PASS,P
20,16,F,35,P,36,P,42,P,43,P,45,P,FAIL,F
112,89,P,60,P,70,P,78,P,60,P,72,P,1,P
62,49,P,30,P,42,P,30,P,39,P,45,P,PASS,P
44,35,P,14,F,35,P,40,P,15,F,53,P,FAIL,F
88,70,P,35,P,48,P,55,P,41,P,67,P,2,P
57,45,P,30,P,30,P,39,P,36,P,43,P,PASS,P
98,78,P,44,P,50,P,51,P,41,P,46,P,2,P
117,93,P,95,P,95,P,87,P,91,P,85,P,D   ,P
107,85,P,35,P,74,P,74,P,50,P,86,P,1,P
116,92,P,86,P,75,P,54,P,54,P,73,P,1,P
121,96,P,56,P,47,P,54,P,61,P,72,P,1,P
54,43,P,30,P,30,P,43,P,35,P,43,P,PASS,P
45,36,P,35,P,35,P,30,F,31,F,23,F,FAIL,F
88,70,P,91,P,92,P,65,P,53,P,71,P,1,P
93,74,P,85,P,86,P,62,P,55,P,72,P,1,P
80,64,P,30,P,39,P,46,P,42,P,35,P,PASS,P
47,37,P,60,P,35,P,30,P,38,P,61,P,PASS,P
90,72,P,81,P,78,P,52,P,37,P,77,P,1,P
93,74,P,95,P,90,P,73,P,88,P,92,P,1,P
108,86,P,52,P,55,P,49,P,43,P,70,P,1,P
14,11,F,45,P,60,P,35,P,17,F,35,P,FAIL,F
85,68,P,30,P,42,P,52,P,44,P,54,P,PASS,P
75,60,P,40,P,30,P,35,P,46,P,68,P,PASS,P
80,64,P,35,P,35,P,11,F,12,F,37,P,FAIL,F
70,56,P,65,P,55,P,50,P,45,P,60,P,2,P
95,76,P,93,P,91,P,74,P,91,P,95,P,D   ,P
88,70,P,95,P,77,P,76,P,65,P,95,P,1,P
49,39,P,35,P,63,P,30,P,35,P,88,P,PASS,P
